address1,address2,bamm_approved,bamm_used_desc,cems_used,city,co2_captured,comments,county,county_fips,eggrt_facility_id,emission_classification_code,emitted_co2_supplied,facility_id,facility_name,facility_types,frs_id,latitude,longitude,naics_code,parent_company,process_stationary_cml,program_name,program_sys_id,reported_industry_types,reported_subparts,reporting_status,rr_monitoring_plan,rr_monitoring_plan_filename,rr_mrv_plan_url,state,state_name,submission_id,tribal_land_id,uu_rd_exempt,year,zip
2000 EAST 122ND STREET,,,,,CHICAGO,,,COOK COUNTY,17031,528866.0000000000,DEFAULT,,1007047,LAND AND LAKES CO,,110009983544,41.673665000000000,-87.573401000000000,562212,LAND & LAKES CO (100%),,FRS,110009983544,,,STOPPED_REPORTING_VALID_REASON,,,,IL,Illinois,,,,2021,60633
7616 W. Dutch Ave.,,,,,Hesston,,,HARVEY COUNTY,20079,538835.0000000000,CU_OTHERS,,1009472,Southern Star-Hesston Compressor Station,Direct Emitter,110010335057,38.144890000000000,-97.452300000000000,486210,Aircraft Services Corporation (GE entity) (60%); Morgan Stanley IP  Southern Star LLC (40%),,Green House Gas e-GGRT,538835,"C,W-NGTC","C,W",,,,,KS,Kansas,36833.0000000000,,,2011,67062
600 A ST,,,,,DIBOLL,,,ANGELINA COUNTY,48005,523656.0000000000,DEFAULT,,1002387,DIBOLL COMPLEX,,110042016092,31.191713000000000,-94.788946000000000,321219,KOCH INDUSTRIES INC (100%),,FRS,110041234125,,,STOPPED_REPORTING_VALID_REASON,,,,TX,Texas,,,,2021,75941
1 ASHLEY STREET,,,,,SAINT LOUIS,,,ST. LOUIS CITY,29510,525116.0000000000,CU_ONLY,,1003496,ASHLEY Energy LLC,Direct Emitter,110009878748,38.636390000000000,-90.181080000000000,221330,ASHLEY ENERGY LLC (100%),,FRS,110009878748,C,C,,,,,MO,Missouri,356300.0000000000,,,2023,63102
361025 E 960 Rd.,,,,,PADEN,,,OKFUSKEE,40107,523382.0000000000,CU_OTHERS,,1002467,WELTY COMPRESSOR STATION,Direct Emitter,110007386514,35.624460000000000,-96.581290000000000,486210,ENOGEX HOLDINGS LLC (100%),,FRS,110007386514,"C,W-NGTC","C,W",,,,,OK,Oklahoma,35731.0000000000,35.0000000000,,2011,74860
"1000 Commerce Drive, Suite 400",,,,,Pittsburgh,,,ALLEGHENY COUNTY,42003,538241.0000000000,DEFAULT,,1008480,Atlas 160A/Appalach Overthrust Basin - PA,,110055513323,40.459100000000000,-80.196260000000000,211130,ATLAS ENERGY GROUP LLC (100%),,Green House Gas e-GGRT,538241,,,STOPPED_REPORTING_VALID_REASON,,,,PA,Pennsylvania,,,,2021,15275
5911 CR 136,,,,,Pawnee,,,,,564202.0000000000,DEFAULT,,1012335,Ensign Gulf Coast Basin-Gathering & Boosting,,,28.651636600000000,-98.000844700000000,211120,ENSIGN NATURAL RESOURCES LLC (100%),,Green House Gas e-GGRT,564202,,,STOPPED_REPORTING_VALID_REASON,,,,TX,Texas,,,,2022,78145
"Nine Greenway Plaza, Suite 300",,,,,Houston,,,HARRIS COUNTY,48201,549277.0000000000,DEFAULT,,1010633,"W&T Offshore, Inc. - Basin 430 (Permian Basin)",,110055521412,29.733423000000000,-95.432579000000000,211111,"W&T Offshore, Inc. (100%);",,Green House Gas e-GGRT,549277,,,STOPPED_REPORTING_VALID_REASON,,,,TX,Texas,,,,2022,77046
3051 Hamilton Boulevard,,,,,Theodore,,,MOBILE,01097,527638.0000000000,DEFAULT,,1004810,Holcim (US) Inc,Direct Emitter,110000369360,30.534900000000000,-88.112100000000000,327310,Holcim (US) Inc. (100%),,FRS,110000369360,"C,H","C,H",,,,,AL,Alabama,41028.0000000000,,,2011,36582
1111 Bagby St. Sky Lobby 2,,,,,Houston,,,,,537892.0000000000,DEFAULT,,1008980,"EOG Resources, Inc. 395 Williston basin",Onshore Oil & Gas Production,,29.758940000000000,-95.370960000000000,211120,EOG RESOURCES INC (100%),,Green House Gas e-GGRT,537892,W-ONSH,W,,,,,TX,Texas,351267.0000000000,,,2022,77002
"13800 Montfort Drive, Suite 100",,,,,Dallas,,,,,570541.0000000000,DEFAULT,,1013214,SEP Fort Worth Syncline 420 Production,Onshore Oil & Gas Production,,33.081430000000000,-97.564800000000000,211120,SCOUT ENERGY MANAGEMENT LLC (100%),,Green House Gas e-GGRT,570541,W-ONSH,W,,,,,TX,Texas,362296.0000000000,,,2023,75240
2571 FITE ROAD,,,,,MEMPHIS,,,SHELBY COUNTY,47157,524198.0000000000,CU_ONLY,,1002709,COVORO MINING SOLUTIONS LLC,Direct Emitter,110000374443,35.272130000000000,-89.978940000000000,325180,COVORO MINING SOLUTIONS LLC (100%),,FRS,110000374443,C,C,,,,,TN,Tennessee,359661.0000000000,,,2023,38127
10000 PFLUM RD NE,,,,,MANCELONA,,,KALKASKA COUNTY,26079,527278.0000000000,CU_OTHERS,,1005958,ANR Pipeline Blue Lake Complex Gas Storage Facility,Direct Emitter,110013860526,44.836700000000000,-84.966900000000000,486210,AMERICAN NATURAL RESOURCES CO (100%),,FRS,110013860526,"C,W-UNSTG","C,W",,,,,MI,Michigan,268090.0000000000,,,2020,49659
1001 Carroll Island Road,,,,,Baltimore,,,Baltimore,24005,519774.0000000000,DEFAULT,,1001616,C P Crane LLC,,110000339713,39.326900000000000,-76.365000000000000,221112,AVENUE CAPITAL GROUP (100%),,Clean Air Markets Division Business Database,312,,,STOPPED_REPORTING_UNKNOWN_REASON,,,,MD,Maryland,,,,2019,21220
,,,,,Offshore,,,,,559177.0000000000,CU_ONLY,,1011728,Garden Banks 72,Direct Emitter,,27.889200000000000,-92.553900000000000,211130,GENESIS ENERGY LP (100%),,Green House Gas e-GGRT,559177,C,C,,,,,LA,Louisiana,341055.0000000000,,,2022,00000
1202 D STREET,,,,,MODESTO,,,STANISLAUS COUNTY,06099,526352.0000000000,CU_ONLY,,1007461,STANISLAUS FOOD PRODUCTS COMPANY,Direct Emitter,110001187885,37.636170000000000,-120.991510000000000,311421,STANISLAUS FOOD PRODUCTS (100%),,FRS,110001187885,C,C,,,,,CA,California,113761.0000000000,,,2015,95354
RAILROAD AVE,,,,,RIO GRANDE,,,Cape May,34009,519917.0000000000,DEFAULT,,1000735,Middle Energy Center,,110015064008,39.026700000000000,-74.876900000000000,221112,CALPINE CORP (100%);,,Clean Air Markets Division Business Database,455,,,STOPPED_REPORTING_VALID_REASON,,,,NJ,New Jersey,,,,2023,08242
321-22nd Ave. East,,,,,Williston,,,,,537447.0000000000,DEFAULT,,1008275,XTO Energy Inc 395 Williston,Onshore Oil & Gas Production,,39.550680000000000,-104.865840000000000,211111,EXXONMOBIL CORP (100%),,Green House Gas e-GGRT,537447,W-ONSH,W,,,,,ND,North Dakota,172351.0000000000,,,2016,58801
93 SE 7th Ave,,,,,Ontario,,,,,567861.0000000000,DEFAULT,,1012881,"PC Energy, LLC",,,44.020780638800500,-116.964389273385000,424720,"Campo Oil Co, Inc (50%); Norm Poole Oil, Inc (50%)",,Green House Gas e-GGRT,567861,,MM,,,,,OR,Oregon,163074.0000000000,,,2017,97914
501 Paden Road,,,,,Gadsden,,,ETOWAH,01055,546417.0000000000,DEFAULT,,1010187,"Koch Foods of Gadsden, LLC",,110000368209,33.973172000000000,-85.974467000000000,311615,Koch Foods Inc. (100%);,,Green House Gas e-GGRT,546417,,,STOPPED_REPORTING_VALID_REASON,,,,AL,Alabama,,,,2021,35903
8450 Highway 6 W,,,,,Batesville,,,PANOLA COUNTY,28107,522299.0000000000,CU_OTHERS,,1001848,"TGP Station 63 Batesville, MS",Direct Emitter,110007647001,34.296083000000000,-90.073111000000000,486210,KINDER MORGAN INC (100%),,Green House Gas e-GGRT,522299,"C,W-NGTC","C,W",,,,,MS,Mississippi,348500.0000000000,,,2021,38606
"Lot 19 Tract 2411, Route 2A, Tenjo Vista",,,,,Piti,,,,,561917.0000000000,CU_ONLY,,1012032,Tenjo Vista Power Plant,Direct Emitter,110070069468,13.408671000000000,144.673445000000000,221112,GUAM POWER AUTHORITY (100%),,Green House Gas e-GGRT,561917,C,C,,,,,GU,Guam,134199.0000000000,,,2016,96915
"5057 Keller Springs Rd, Suite 650",,,,,Addison,,,,,539237.0000000000,DEFAULT,,1008753,Foundation Energy Management 345 Arkoma Basin,Onshore Oil & Gas Production,,32.965477800000000,-96.829740300000000,211111,Foundation Energy Company (100%),,Green House Gas e-GGRT,539237,W-ONSH,W,,,,,TX,Texas,85416.0000000000,,,2013,75001
488 Columbia Co. 204,,,,,Magnolia,,,COLUMBIA COUNTY,05027,546297.0000000000,CU_ONLY,,1010271,"Mission Creek OpCo, LLC - Dorcheat Plant",Direct Emitter,110043728650,33.187389000000000,-93.332417000000000,211112,BONANZA CREEK ENERGY INC (100%),,Green House Gas e-GGRT,546297,C,C,,,,,AR,Arkansas,118730.0000000000,,,2015,71753
1866 HESTERTOWN ROAD,,,,,LUMBERTON,,,Robeson,37155,520554.0000000000,DEFAULT,,1001212,Lumberton Power,Direct Emitter,110007015050,34.590000000000000,-78.996800000000000,221112,"Emerald Power, LLC (100%)",,Clean Air Markets Division Business Database,1097,D,D,,,,,NC,North Carolina,8007.0000000000,,,2010,28359
8511 WELBORN ROAD,,,,,MOUNT VERNON,,,Posey,18129,520286.0000000000,DEFAULT,,1001033,A B Brown Generating Station,Direct Emitter,110044891150,37.905300000000000,-87.715000000000000,221112,VECTREN CORP (100%),,Clean Air Markets Division Business Database,825,D,D,,,,,IN,Indiana,98795.0000000000,,,2014,47620
1296 Walnut Gate Road,,,,,Russellville,,,FRANKLIN COUNTY,01059,534597.0000000000,DEFAULT,,1007679,Russellville Gas Board,Supplier,110043972216,34.477154000000000,-87.720417000000000,221210,Russellville Gas Board (100%),,Green House Gas e-GGRT,534597,NN-LDC,NN,,,,,AL,Alabama,99257.0000000000,,,2014,35654
,,,,,ROCK SPRINGS,,,SWEETWATER,56037,527516.0000000000,CU_ONLY,,1004966,"North Shore Midstream, LLC",Direct Emitter,110000729052,41.387190000000000,-108.743240000000000,211111,"Merit Energy Company, LLC (100%)",,FRS,110000729052,C (Abbr),C (Abbr),,,,,WY,Wyoming,53555.0000000000,,,2010,82901
12610 SOUTH KENT ROAD,,,,,HAVEN,,,RENO COUNTY,20155,524536.0000000000,CU_ONLY,,1003064,PANHANDLE EASTERN PIPE LINE CO - HAVEN,Direct Emitter,110042001632,37.906660000000000,-97.811660000000000,486210,PANHANDLE EASTERN PIPE LINE COMPANY (100%),,FRS,110006013312,C (Abbr),C (Abbr),,,,,KS,Kansas,14454.0000000000,,,2010,67543
2020 SOUTH RIVERFRONT DRIVE,,,,,MANKATO,,,BLUE EARTH COUNTY,27013,528948.0000000000,CU_ONLY,,1004656,CHS MANKATO,Direct Emitter,110015870912,44.156900000000000,-94.031600000000000,311224,CHS INC (100%),,FRS,110015870912,C,C,,,,,MN,Minnesota,343387.0000000000,,,2022,56001
SOUTH OF SIDNEY,,,,Y,RICHLAND,,,Richland,30083,520274.0000000000,CU_OTHERS,,1007768,Lewis & Clark,Direct Emitter,,47.678800000000000,-104.156900000000000,221112,MDU RESOURCES GROUP INC (100%),,Clean Air Markets Division Business Database,813,"C,D","C,D",,,,,MT,Montana,207637.0000000000,,,2019,59270
2226 HAYNESVILLE HIGHWAY,,,,,EL DORADO,,,UNION COUNTY,05139,535558.0000000000,CU_ONLY,,1006968,LANXESS Corporation - Central Plant,Direct Emitter,110000451109,33.183100000000000,-92.706900000000000,325998,LANXESS CORP (100%),,FRS,110000451109,C,C,,,,,AR,Arkansas,211342.0000000000,,,2019,71730
93 Texas Gas Lane,,,,,Benton,,,MARSHALL COUNTY,21157,538823.0000000000,CU_OTHERS,,1009463,Texas Gas Transmission - Calvert City Station,Direct Emitter,110006550669,36.963889000000000,-88.383611000000000,486210,LOEWS CORP (100%),,Green House Gas e-GGRT,538823,"C,W-NGTC","C,W",,,,,KY,Kentucky,364501.0000000000,,,2023,42025
"59200 Winters Road, 1/2 mile east of Avalon Road",,,,,Landers,,,SAN BERNARDINO COUNTY,06071,528640.0000000000,CU_OTHERS,,1007424,Landers Sanitary Landfill,Direct Emitter,110071159849,34.150286000000000,-116.442994000000000,562212,COUNTY OF SAN BERNARDINO SOLID WASTE MANAGEMENT DIV (100%),,Green House Gas e-GGRT,528640,"C,HH","C,HH",,,,,CA,California,209127.0000000000,,,2019,92285
15 Buttrick Road,,,,,Londonderry,,,KINGS COUNTY,36047,523413.0000000000,DEFAULT,,1002605,"EnergyNorth Natural Gas, Inc.",Supplier,110071160504,40.698677000000000,-73.985941000000000,221210,ALGONQUIN POWER & UTILITIES CORP (100%),,Green House Gas e-GGRT,523413,NN-LDC,NN,,,,,NH,New Hampshire,114782.0000000000,,,2015,03053
"600 Travis Street, Suite 5500",,,,,Houston,,,HARRIS COUNTY,48201,534517.0000000000,DEFAULT,,1007599,"Indigo Minerals, LLC",Onshore Oil & Gas Production,110040618052,29.760120000000000,-95.363800000000000,211111,"Indigo Minerals, LLC (100%)",,Green House Gas e-GGRT,534517,W-ONSH,W,,,,,TX,Texas,35021.0000000000,,,2011,77002
5532 Hunt Street,,,,,PRYOR,,,MAYES COUNTY,40097,523600.0000000000,CU_ONLY,,1002615,PRYOR SOLAE,Direct Emitter,110004751108,36.227480000000000,-95.279680000000000,311224,INTERNATIONAL FLAVORS & FRAGRANCES INC (100%),,FRS,110004751108,C,C,,,,,OK,Oklahoma,343500.0000000000,14.0000000000,,2022,74361
2025 DELSEA DRIVE,,,,,SEWELL,,,GLOUCESTER COUNTY,34015,527391.0000000000,DEFAULT,,1004741,KINSLEY\S LANDFILL,,110043786267,39.794667000000000,-75.104500000000000,562212,TRANSTECH INDUSTRIES INC (100%),,FRS,110028022299,,,STOPPED_REPORTING_VALID_REASON,,,,NJ,New Jersey,,,,2018,08080
5975 LAMBIE ROAD,,,,,SUISUN CITY,,,Solano,06095,521005.0000000000,DEFAULT,,1000081,Lambie Energy Center,,110013666372,38.221600000000000,-121.868300000000000,221112,CALPINE CORP (100%);,,Clean Air Markets Division Business Database,1554,,,STOPPED_REPORTING_VALID_REASON,,,,CA,California,,,,2015,94585
701 Cedar Lake Blvd,,,,,Oklahoma City,,,OKLAHOMA COUNTY,40109,537972.0000000000,DEFAULT,,1009263,220 Gulf Coast,,110067652267,35.567190000000000,-97.498270000000000,211111,CHAPARRAL ENERGY INC (100%),,Green House Gas e-GGRT,537972,,,STOPPED_REPORTING_VALID_REASON,,,,OK,Oklahoma,,,,2017,73114
3581 WEST ENTRANCE ROAD,,,,,HARTSVILLE,,,Darlington,45031,520090.0000000000,CU_OTHERS,,1000906,H B Robinson / Darlington Electric Power Plant,Direct Emitter,110043805326,34.401700000000000,-80.158900000000000,221112,DUKE ENERGY CORP (100%),,Clean Air Markets Division Business Database,629,"C,D","C,D",,,,,SC,South Carolina,93039.0000000000,,,2013,29550
606 S. Shelby St.,,,,,Carthage,,,PANOLA COUNTY,48365,527317.0000000000,CU_OTHERS,,1005078,Gulf South Pipeline - Carthage Jct Station,Direct Emitter,110071160340,32.143623000000000,-94.334905000000000,486210,LOEWS CORP (100%),,Green House Gas e-GGRT,527317,"C,W-NGTC","C,W",,,,,TX,Texas,266359.0000000000,,,2020,75633
"602 Crescent Place, Suite 100",,,,,Ridgeland,,,MADISON COUNTY,28089,538899.0000000000,DEFAULT,,1008885,"Tellus Operating Group, LLC - MS Operations",Onshore Oil & Gas Production,110055515205,32.452400000000000,-90.153930000000000,211111,"Tellus Energy Group, LLC (100%)",,Green House Gas e-GGRT,538899,W-ONSH,W,,,,,MS,Mississippi,111714.0000000000,,,2014,39157
913 Kalanianaole Hwy,,,,,Kailua,,,HONOLULU COUNTY,15003,530273.0000000000,DEFAULT,,1001595,Kapaa and Kalaheo Sanitary Landfills,Direct Emitter,110071161216,21.377625000000000,-157.767960000000000,562212,CITY & COUNTY OF HONOLULU (100%),,Green House Gas e-GGRT,530273,HH,HH,,,,,HI,Hawaii,256284.0000000000,,,2020,96734
69 WASHINGTON STREET,,,,,MENASHA,,,WINNEBAGO COUNTY,55139,523914.0000000000,CU_ONLY,,1002862,U S PAPER MILLS Menasha,Direct Emitter,110068771966,44.197930000000000,-88.453210000000000,322130,SONOCO PRODUCTS CO (100%),,FRS,110000423426,C,C,,,,,WI,Wisconsin,184301.0000000000,,,2018,54952
8111 Westchester Drive,,,,,Dallas,,,DALLAS COUNTY,48113,564466.0000000000,DEFAULT,,1012409,Transmission Pipeline - Florida Gas Transmission,Transmission Pipelines,110070082274,32.861516000000000,-96.806516000000000,486210,ENERGY TRANSFER LP (100%),,Green House Gas e-GGRT,564466,W-TRANS,W,,,,,TX,Texas,362777.0000000000,,,2023,75225
827 Bounds Road,,,,,Loving,,,EDDY COUNTY,35015,556017.0000000000,DEFAULT,,1011278,Palo Duro Gas Processing Facility,,110046491827,32.262797000000000,-104.144584000000000,211111,AGAVE ENERGY HOLDINGS (100%),,Green House Gas e-GGRT,556017,,,STOPPED_REPORTING_VALID_REASON,,,,NM,New Mexico,,,,2021,88256
185 CHARLES LINDBERGH BLVD,,,,,GARDEN CITY,,,Nassau,36059,520638.0000000000,CU_ONLY,,1001260,Nassau Energy LLC,Direct Emitter,110001575787,40.725900000000000,-73.588500000000000,221112,GDF SUEZ ENERGY NORTH AMERICA INC (100%),,Clean Air Markets Division Business Database,1181,C,C,,,,,NY,New York,100828.0000000000,,,2014,11530
2 MarkWest Drive,,,,,South Shore,,,GREENUP COUNTY,21089,526588.0000000000,CU_OTHERS,,1004430,Siloam Fractionation,"Supplier, Direct Emitter",110000750875,38.733056000000000,-82.928333000000000,211130,MPLX LP (100%),,Green House Gas e-GGRT,526588,"C,NN-FRAC,W-PROC","C,NN,W",,,,,KY,Kentucky,364137.0000000000,,,2023,41175
133 MAIN ST.,,,,,PETROLIA,,,BUTLER COUNTY,42019,522402.0000000000,DEFAULT,,1001707,INDSPEC CHEMICAL CORPORATION,,110000330810,41.019022000000000,-79.716278000000000,325199,OCCIDENTAL PETROLEUM CORP (100%),,FRS,110000330810,,,STOPPED_REPORTING_VALID_REASON,,,,PA,Pennsylvania,,,,2021,16050
1431 SUMTER HIGHWAY,,,,,BISHOPVILLE,,,LEE COUNTY,45061,523405.0000000000,DEFAULT,,1002557,LEE COUNTY LANDFILL,Direct Emitter,110017746322,34.189266000000000,-80.284977000000000,562212,REPUBLIC SERVICES INC (100%),,FRS,110017746322,HH,HH,,,,,SC,South Carolina,162358.0000000000,,,2017,29010
4225 S. Port Avenue,,,,,Corpus Christi,,,NUECES COUNTY,48355,530403.0000000000,DEFAULT,,1006615,City of Corpus Christi Gas Department,Supplier,110071159556,27.750050000000000,-97.419980000000000,221210,CITY OF CORPUS CHRISTI (100%),,Green House Gas e-GGRT,530403,NN-LDC,NN,,,,,TX,Texas,164594.0000000000,,,2017,78415
13100 Highway VV,,,,,Bowling Green,,,PIKE COUNTY,29163,533357.0000000000,DEFAULT,,1005795,EAGLE RIDGE LANDFILL,Direct Emitter,110014003390,39.399083000000000,-91.214189000000000,562212,UNITED PROPERTIES CORP (100%),,FRS,110014003390,HH,HH,,,,,MO,Missouri,346203.0000000000,,,2022,63334
140 DIXIE HIGHWAY,,,,,ROSSFORD,,,WOOD COUNTY,39173,523535.0000000000,CU_OTHERS,,1002499,"Pilkington North America, Inc.",Direct Emitter,110000383317,41.617626000000000,-83.555237000000000,327211,PILKINGTON HOLDINGS INC (100%),,FRS,110000383317,"C,N","C,N",,,,,OH,Ohio,344693.0000000000,,,2022,43460
5500 Smithland Road,,,,,Shelbyville,,,SHELBY COUNTY,18145,527888.0000000000,DEFAULT,,1005236,ANR Pipeline Shelbyville CS,,110009739569,39.439972000000000,-85.876694000000000,486210,ANR PIPELINE CO (100%),,Green House Gas e-GGRT,527888,,,STOPPED_REPORTING_VALID_REASON,,,,IN,Indiana,,,,2023,46176
1201 Pitt Street,,,,,Pittsburgh,,,ALLEGHENY,42003,526583.0000000000,DEFAULT,,1004429,"Peoples Natural Gas Company, LLC","Supplier, LDC - Direct Emissions",110001040025,40.446920000000000,-79.885940000000000,221210,"Peoples Natural Gas Company, LLC (100%)",,Green House Gas e-GGRT,526583,"NN-LDC,W-LDC","NN,W",,,,,PA,Pennsylvania,48458.0000000000,,,2012,15221
325 13th STREETS SOUTHWEST,,,,,WASHINGTON,,,,,521021.0000000000,CU_ONLY,,1000088,GSA Central Heating,Direct Emitter,110067382013,38.885600000000000,-77.024400000000000,221330,US GOVERNMENT (%),,Clean Air Markets Division Business Database,1570,C,C,,,,,DC,District Of Columbia,183590.0000000000,,,2018,20407
5703 Crutchfield Drive,,,,,Norton,,,WISE COUNTY,51195,544090.0000000000,DEFAULT,,1009820,Deep Mine 35,,110055517114,36.970042000000000,-82.604399000000000,212112,"Contura Energy, LLC (90%); Contura Mining Holding, LLC (10%)",,Green House Gas e-GGRT,544090,,,STOPPED_REPORTING_VALID_REASON,,,,VA,Virginia,,,,2023,24273
520 NORTH ALLEN,,,,,SHREVEPORT,,,Caddo,22017,519761.0000000000,DEFAULT,,1001609,Arsenal Hill Power Plant,Direct Emitter,110001270847,32.518100000000000,-93.761100000000000,221112,AMERICAN ELECTRIC POWER (100%),,Clean Air Markets Division Business Database,299,D,D,,,,,LA,Louisiana,103566.0000000000,,,2014,71101
"1111 Bagby St., Suite 1600",,,,,Houston,,,HARRIS COUNTY,48201,557457.0000000000,DEFAULT,,1011407,Rosetta Resources 430 Permian Basin,,110062540683,29.758670000000000,-95.370540000000000,211111,ROSETTA RESOURCES OPERATING LP (100%),,Green House Gas e-GGRT,557457,,,STOPPED_REPORTING_VALID_REASON,,,,TX,Texas,,,,2019,77002
8404 RIVER ROAD HIGHWAY 75,,,,,GEISMAR,,,ASCENSION PARISH,22005,526052.0000000000,CU_OTHERS,,1004208,BASF CORP - GEISMAR SITE,Direct Emitter,110070834884,30.197900000000000,-91.003500000000000,325199,BASF CORP (100%),,FRS,110000597364,"C,X","C,X",,,,,LA,Louisiana,180578.0000000000,,,2018,70734
15111 APEX POWER PARKWAY,,,,,LAS VEGAS,,,Clark,32003,521646.0000000000,DEFAULT,,1000404,Silverhawk,Direct Emitter,110027827207,36.407800000000000,-114.960300000000000,221112,NV ENERGY (75%); Southern Nevada Water Authority (25%),,Clean Air Markets Division Business Database,8000,D,D,,,,,NV,Nevada,104052.0000000000,,,2014,89124
183rd St & 3rd Ave,,,,,Bronx,,,BRONX,36005,549697.0000000000,CU_ONLY,,1010669,St. Barnabas Hospital,Direct Emitter,110001564904,40.854100000000000,-73.890920000000000,622110,St. Barnabas Hospital (100%),,Green House Gas e-GGRT,549697,C,C,,,,,NY,New York,48910.0000000000,,,2012,10457
4000 Hamel Road,,,,,Medina,,,HENNEPIN COUNTY,27053,528425.0000000000,DEFAULT,,1005545,Woodlake Sanitary Landfill,,110001447131,45.047960000000000,-93.618740000000000,562212,MINNESOTA POLLUTION CONTROL AGENCY (100%);,,Green House Gas e-GGRT,528425,,,STOPPED_REPORTING_VALID_REASON,,,,MN,Minnesota,,,,2023,55340
27384 HWY. 61 BLVD.,,,,,RED WING,,,GOODHUE COUNTY,27049,522975.0000000000,CU_ONLY,,1002000,"USG INTERIORS, LLC - RED WING PLANT",Direct Emitter,110000594401,44.557060000000000,-92.484150000000000,327993,USG CORP (100%),,FRS,110000594401,C,C,,,,,MN,Minnesota,345007.0000000000,,,2022,55066
1625 17th Street,,,,,Denver,,,DENVER COUNTY,08031,551839.0000000000,DEFAULT,,1010808,Antero Resources - South Oklahoma Folded Belt Basin,,110056383266,39.752560000000000,-104.998870000000000,211111,Antero Resources Corporation  (100%);,,Green House Gas e-GGRT,551839,,,STOPPED_REPORTING_VALID_REASON,,,,CO,Colorado,,,,2020,80202
5M SW OF SUNRAY FM RD 119,,,,,SUNRAY,,,Moore,48341,520143.0000000000,DEFAULT,,1000938,Moore County Station,,110007206371,35.966700000000000,-101.865000000000000,221112,XCEL ENERGY INC (100%);,,Clean Air Markets Division Business Database,682,,,STOPPED_REPORTING_VALID_REASON,,,,TX,Texas,,,,2020,79170
25220 Black Mountain Quarry Road,,,,Y,Apple Valley,,,SAN BERNARDINO COUNTY,06071,522739.0000000000,CU_OTHERS,,1002308,CEMEX Construction Materials Pacific LLC,Direct Emitter,110070318467,34.396540000000000,-117.150005000000000,327310,CEMEX INC (100%),H,Green House Gas e-GGRT,522739,"C,H","C,H",,,,,CA,California,183979.0000000000,,,2018,92308
2101 EAST PACIFIC COAST HIGHWAY,,,,,WILMINGTON,,,LOS ANGELES,06037,522842.0000000000,DEFAULT,,1002338,Tesoro Refining & Marketing Company LLC - LAR,,110038157151,33.795600000000000,-118.233100000000000,324110,Tesoro Corporation (100%);,,FRS,110000746630,,,STOPPED_REPORTING_VALID_REASON,,,,CA,California,,,,2019,90744
121 LAKE STREET,,,,,GYPSUM,,,OTTAWA COUNTY,39123,522725.0000000000,CU_ONLY,,1006123,US GYPSUM - GYPSUM PLANT,Direct Emitter,110007384534,41.504220000000000,-82.870783000000000,327420,USG CORP (100%),,FRS,110007384534,C,C,,,,,OH,Ohio,356441.0000000000,,,2023,43433
